Ano,Código da Grande Região,Nome da Grande Região,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Nome do Município,Região Metropolitana,Código da Mesorregião,Nome da Mesorregião,Código da Microrregião,Nome da Microrregião,Código da Região Geográfica Imediata,Nome da Região Geográfica Imediata,Município da Região Geográfica Imediata,Código da Região Geográfica Intermediária,Nome da Região Geográfica Intermediária,Município da Região Geográfica Intermediária,Código Concentração Urbana,Nome Concentração Urbana,Tipo Concentração Urbana,Código Arranjo Populacional,Nome Arranjo Populacional,Hierarquia Urbana,Hierarquia Urbana (principais categorias),Código da Região Rural,Nome da Região Rural,Região rural (segundo classificação do núcleo),Amazônia Legal,Semiárido,Cidade-Região de São Paulo,"Valor adicionado bruto da Agropecuária,  a preços correntes (R$ 1.000)","Valor adicionado bruto da Indústria, a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços, a preços correntes  - exceto Administração, defesa, educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social,  a preços correntes (R$ 1.000)","Valor adicionado bruto total,  a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos,  a preços correntes (R$ 1.000)","Produto Interno Bruto,  a preços correntes (R$ 1.000)","Produto Interno Bruto per capita,  a preços correntes (R$ 1,00)",Atividade com maior valor adicionado bruto,Atividade com segundo maior valor adicionado bruto,Atividade com terceiro maior valor adicionado bruto
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 201.276 , 82.749 , 396.887 , 228.846 , 909.758 , 98.102 , 1.007.860 ," 30.122,23 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003306,Coxim,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,Polo,5001,Campo Grande,do Entorno,,,,,,Centro Sub-Regional B,Centro Sub-Regional,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 231.015 , 81.336 , 451.934 , 239.534 , 1.003.820 , 113.839 , 1.117.659 ," 33.316,20 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 97.127 , 25.895 , 34.269 , 56.247 , 213.539 , 16.676 , 230.214 ," 14.979,14 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 99.875 , 16.611 , 38.408 , 62.561 , 217.456 , 17.801 , 235.257 ," 15.148,58 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 91.327 , 13.346 , 45.120 , 71.294 , 221.088 , 20.044 , 241.132 ," 15.375,35 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 103.233 , 17.152 , 49.815 , 84.763 , 254.962 , 16.177 , 271.139 ," 16.776,34 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 116.747 , 17.764 , 54.267 , 83.644 , 272.422 , 14.538 , 286.960 ," 17.561,83 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 131.189 , 8.711 , 51.375 , 85.072 , 276.347 , 15.662 , 292.009 ," 17.682,51 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 139.139 , 9.055 , 52.447 , 94.596 , 295.238 , 16.287 , 311.524 ," 18.669,80 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 120.678 , 9.911 , 65.307 , 107.503 , 303.400 , 17.955 , 321.355 ," 19.038,73 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 116.270 , 10.964 , 79.454 , 118.380 , 325.069 , 19.118 , 344.187 ," 20.153,85 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 113.061 , 13.111 , 77.341 , 129.640 , 333.154 , 21.685 , 354.839 ," 20.713,24 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 159.573 , 13.432 , 78.856 , 128.500 , 380.362 , 25.493 , 405.854 ," 23.462,50 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5006903,Porto Murtinho,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500011,Jardim,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 217.886 , 15.571 , 88.349 , 127.197 , 449.002 , 27.901 , 476.904 ," 27.314,06 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2010,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 61.622 , 20.664 , 82.583 , 84.397 , 249.266 , 21.481 , 270.747 ," 8.519,94 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Agricultura, inclusive apoio à agricultura e a pós colheita"
2011,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 44.786 , 26.007 , 92.620 , 93.420 , 256.832 , 21.378 , 278.211 ," 8.733,11 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2012,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 45.866 , 26.592 , 95.605 , 103.215 , 271.278 , 23.636 , 294.914 ," 9.235,98 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2013,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 65.722 , 22.292 , 118.737 , 119.973 , 326.723 , 30.165 , 356.889 ," 11.134,33 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2014,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 51.574 , 34.376 , 144.575 , 135.571 , 366.097 , 29.602 , 395.699 ," 12.330,13 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2015,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 45.795 , 40.474 , 170.170 , 150.035 , 406.473 , 30.036 , 436.510 ," 13.585,31 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2016,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 62.858 , 47.069 , 191.021 , 169.592 , 470.540 , 38.410 , 508.951 ," 15.803,46 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2017,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 52.159 , 34.287 , 194.129 , 176.766 , 457.341 , 45.635 , 502.975 ," 15.600,49 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2018,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 52.958 , 35.989 , 217.580 , 187.146 , 493.674 , 45.722 , 539.396 ," 16.461,05 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2019,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 50.817 , 48.148 , 237.186 , 179.909 , 516.060 , 49.143 , 565.203 ," 17.209,24 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2020,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 81.344 , 50.352 , 228.167 , 200.410 , 560.273 , 59.113 , 619.386 ," 18.591,80 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Comércio e reparação de veículos automotores e motocicletas
2021,5,Centro-oeste,51,MT,Mato Grosso,5106505,Poconé,Entorno Metropolitano da RM Vale do Rio Cuiabá,5104,Centro-Sul Mato-grossense,51018,Alto Pantanal,510001,Cuiabá,do Entorno,5101,Cuiabá,do Entorno,,,,,,Centro Local,Centro Local,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Sim,Não,Não, 123.051 , 58.188 , 245.883 , 212.613 , 639.735 , 69.801 , 709.536 ," 21.252,49 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 79.607 , 14.107 , 67.070 , 63.353 , 224.136 , 23.149 , 247.286 ," 13.089,44 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 80.865 , 16.578 , 75.755 , 72.016 , 245.214 , 24.330 , 269.544 ," 14.225,47 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 84.372 , 18.651 , 90.424 , 77.399 , 270.846 , 25.670 , 296.516 ," 15.602,84 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 93.508 , 22.685 , 113.645 , 88.578 , 318.416 , 29.723 , 348.139 ," 17.990,78 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 100.309 , 23.315 , 123.629 , 91.331 , 338.584 , 30.158 , 368.742 ," 19.000,45 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 119.730 , 26.353 , 123.390 , 98.685 , 368.157 , 32.683 , 400.840 ," 20.596,03 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 133.967 , 27.130 , 124.463 , 111.194 , 396.754 , 32.492 , 429.246 ," 21.995,70 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 131.073 , 27.151 , 133.959 , 118.607 , 410.790 , 35.611 , 446.401 ," 22.811,65 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 137.891 , 30.018 , 134.890 , 130.222 , 433.020 , 35.030 , 468.051 ," 23.780,65 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 127.250 , 44.959 , 130.525 , 143.701 , 446.436 , 35.640 , 482.076 ," 24.413,85 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 189.759 , 31.663 , 141.889 , 145.011 , 508.322 , 41.191 , 549.512 ," 27.512,75 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5007406,Rio Verde de Mato Grosso,,5002,Centro Norte de Mato Grosso do Sul,50003,Alto Taquari,500004,Coxim,do Entorno,5001,Campo Grande,do Entorno,,,,,,Centro Local,Centro Local,5002,Região Rural da Capital Regional de Campo Grande,Região Rural de Capital Regional,Não,Não,Não, 225.647 , 33.595 , 169.972 , 152.124 , 581.338 , 51.896 , 633.234 ," 31.622,15 ","Pecuária, inclusive apoio à pecuária","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 116.347 , 470.198 , 694.978 , 387.596 , 1.669.118 , 194.641 , 1.863.760 ," 17.960,14 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias extrativas
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 178.792 , 517.130 , 781.984 , 426.905 , 1.904.811 , 214.425 , 2.119.236 ," 20.315,15 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias extrativas
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 233.076 , 683.543 , 840.813 , 478.346 , 2.235.777 , 210.733 , 2.446.510 ," 23.319,64 ",Demais serviços,Indústrias extrativas,"Administração, defesa, educação e saúde públicas e seguridade social"
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 250.738 , 711.187 , 932.521 , 533.991 , 2.428.436 , 236.882 , 2.665.319 ," 24.829,00 ",Demais serviços,Indústrias extrativas,"Administração, defesa, educação e saúde públicas e seguridade social"
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 289.549 , 877.733 , 1.131.297 , 575.900 , 2.874.480 , 226.468 , 3.100.949 ," 28.709,83 ",Demais serviços,Indústrias extrativas,"Administração, defesa, educação e saúde públicas e seguridade social"
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 329.347 , 490.592 , 1.067.133 , 614.687 , 2.501.759 , 240.113 , 2.741.872 ," 25.234,43 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias extrativas
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5003207,Corumbá,,5001,Pantanais Sul Mato-grossense,50001,Baixo Pantanal,500010,Corumbá,Polo,5003,Corumbá,Polo,5003207,Internacional de Corumbá/Brasil,Média concentração urbana,5003207,Internacional de Corumbá/Brasil,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 352.844 , 293.448 , 1.055.303 , 684.247 , 2.385.843 , 244.749 , 2.630.591 ," 24.068,95 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
