Ano,Código da Grande Região,Nome da Grande Região,Código da Unidade da Federação,Sigla da Unidade da Federação,Nome da Unidade da Federação,Código do Município,Nome do Município,Região Metropolitana,Código da Mesorregião,Nome da Mesorregião,Código da Microrregião,Nome da Microrregião,Código da Região Geográfica Imediata,Nome da Região Geográfica Imediata,Município da Região Geográfica Imediata,Código da Região Geográfica Intermediária,Nome da Região Geográfica Intermediária,Município da Região Geográfica Intermediária,Código Concentração Urbana,Nome Concentração Urbana,Tipo Concentração Urbana,Código Arranjo Populacional,Nome Arranjo Populacional,Hierarquia Urbana,Hierarquia Urbana (principais categorias),Código da Região Rural,Nome da Região Rural,Região rural (segundo classificação do núcleo),Amazônia Legal,Semiárido,Cidade-Região de São Paulo,"Valor adicionado bruto da Agropecuária,  a preços correntes (R$ 1.000)","Valor adicionado bruto da Indústria, a preços correntes (R$ 1.000)","Valor adicionado bruto dos Serviços, a preços correntes  - exceto Administração, defesa, educação e saúde públicas e seguridade social (R$ 1.000)","Valor adicionado bruto da Administração, defesa, educação e saúde públicas e seguridade social,  a preços correntes (R$ 1.000)","Valor adicionado bruto total,  a preços correntes (R$ 1.000)","Impostos, líquidos de subsídios, sobre produtos,  a preços correntes (R$ 1.000)","Produto Interno Bruto,  a preços correntes (R$ 1.000)","Produto Interno Bruto per capita,  a preços correntes (R$ 1,00)",Atividade com maior valor adicionado bruto,Atividade com segundo maior valor adicionado bruto,Atividade com terceiro maior valor adicionado bruto
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 24.002 , 52.345 , 33.034 , 34.056 , 143.437 , 18.311 , 161.748 ," 20.330,36 ","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação,Demais serviços
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 24.122 , 53.158 , 37.159 , 38.294 , 152.733 , 17.889 , 170.622 ," 21.521,41 ","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação,Demais serviços
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 25.976 , 56.950 , 39.204 , 43.210 , 165.340 , 14.792 , 180.132 ," 22.575,77 ","Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação,Demais serviços
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 28.861 , 53.320 , 48.139 , 43.292 , 173.612 , 16.502 , 190.114 ," 23.949,87 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,Indústrias de transformação
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 33.761 , 47.913 , 47.074 , 48.158 , 176.907 , 20.742 , 197.649 ," 25.025,15 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 38.065 , 40.896 , 46.316 , 53.117 , 178.394 , 18.118 , 196.512 ," 25.004,75 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 34.768 , 42.268 , 52.510 , 60.415 , 189.960 , 19.428 , 209.389 ," 26.776,05 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 36.997 , 40.056 , 50.585 , 64.176 , 191.812 , 19.806 , 211.619 ," 27.071,60 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 33.031 , 48.168 , 50.531 , 67.449 , 199.179 , 20.962 , 220.141 ," 27.954,42 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 56.360 , 60.495 , 57.813 , 65.161 , 239.828 , 25.424 , 265.252 ," 33.841,82 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2021,5,Centro-oeste,50,MS,Mato Grosso do Sul,5002159,Bodoquena,,5004,Sudoeste de Mato Grosso do Sul,50009,Bodoquena,500012,Aquidauana - Anastácio,do Entorno,5003,Corumbá,do Entorno,,,,,,Centro Local,Centro Local,5004,Região Rural da Capital Regional de Dourados,Região Rural de Capital Regional,Não,Não,Não, 81.005 , 99.053 , 69.992 , 67.668 , 317.717 , 34.249 , 351.966 ," 45.112,32 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2010,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 43.984 , 58.350 , 132.603 , 70.498 , 305.435 , 38.576 , 344.011 ," 13.580,63 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2011,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 54.940 , 109.329 , 162.586 , 78.311 , 405.167 , 43.910 , 449.077 ," 17.614,31 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2012,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 56.070 , 83.488 , 174.546 , 86.318 , 400.423 , 53.188 , 453.611 ," 17.661,23 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2013,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 59.917 , 97.935 , 187.463 , 98.588 , 443.904 , 58.867 , 502.771 ," 19.335,85 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2014,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 50.979 , 126.039 , 222.027 , 110.502 , 509.546 , 55.066 , 564.612 ," 21.559,93 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2015,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 56.905 , 117.303 , 240.918 , 122.755 , 537.880 , 50.966 , 588.846 ," 22.330,98 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2016,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 57.565 , 110.915 , 248.519 , 137.993 , 554.992 , 58.680 , 613.672 ," 23.073,85 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2017,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 47.494 , 137.254 , 266.928 , 146.877 , 598.554 , 69.087 , 667.642 ," 24.941,78 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2018,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 47.369 , 195.412 , 276.667 , 159.707 , 679.156 , 66.943 , 746.099 ," 27.095,41 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2019,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 99.633 , 174.056 , 282.919 , 158.977 , 715.585 , 68.561 , 784.147 ," 28.268,75 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2020,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 90.766 , 152.649 , 282.307 , 173.791 , 699.513 , 100.468 , 799.980 ," 28.631,05 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação
2021,5,Centro-oeste,51,MT,Mato Grosso,5105622,Mirassol d'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,Polo,5102,Cáceres,do Entorno,,,,,,Centro de Zona A,Centro de Zona,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 114.806 , 134.640 , 291.100 , 186.243 , 726.788 , 108.894 , 835.683 ," 29.702,61 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas
2010,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 11.496 , 1.442 , 10.076 , 10.519 , 33.533 , 3.522 , 37.056 ," 11.857,86 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2011,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 14.817 , 1.626 , 11.103 , 11.668 , 39.216 , 3.368 , 42.584 ," 13.657,45 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2012,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 12.852 , 1.888 , 10.231 , 11.875 , 36.845 , 3.438 , 40.284 ," 12.990,61 ","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária",Demais serviços
2013,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 22.935 , 1.841 , 11.291 , 14.210 , 50.277 , 4.220 , 54.497 ," 17.740,02 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária"
2014,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 18.499 , 1.795 , 11.941 , 15.237 , 47.472 , 3.544 , 51.016 ," 16.743,18 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária"
2015,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 30.302 , 3.572 , 14.332 , 16.752 , 64.958 , 3.834 , 68.793 ," 22.756,41 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2016,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 28.434 , 3.808 , 14.743 , 19.472 , 66.456 , 4.367 , 70.824 ," 23.718,54 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Pecuária, inclusive apoio à pecuária"
2017,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 22.888 , 3.144 , 15.756 , 21.269 , 63.057 , 5.066 , 68.123 ," 22.983,48 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2018,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 26.046 , 3.576 , 13.576 , 22.367 , 65.566 , 4.036 , 69.601 ," 22.857,62 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2019,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 33.756 , 5.521 , 14.612 , 22.500 , 76.389 , 4.192 , 80.581 ," 26.629,70 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços
2020,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 31.983 , 4.046 , 14.226 , 23.863 , 74.118 , 4.663 , 78.781 ," 26.190,60 ","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços
2021,5,Centro-oeste,51,MT,Mato Grosso,5103957,Glória D'Oeste,,5103,Sudoeste Mato-grossense,51014,Jauru,510006,Mirassol D'oeste,do Entorno,5102,Cáceres,do Entorno,,,,,,Centro Local,Centro Local,5104,Região Rural do Centro Sub-regional de Cáceres,Região Rural de Centro Sub-regional,Sim,Não,Não, 44.368 , 3.678 , 13.610 , 22.617 , 84.274 , 4.960 , 89.234 ," 29.844,05 ","Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2010,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 109.593 , 44.664 , 184.843 , 143.913 , 483.013 , 49.541 , 532.555 ," 11.672,94 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2011,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 109.236 , 53.913 , 189.769 , 158.751 , 511.669 , 48.222 , 559.891 ," 12.229,77 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2012,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 103.061 , 59.167 , 205.783 , 174.040 , 542.050 , 50.411 , 592.461 ," 12.895,57 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2013,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 109.924 , 55.647 , 249.239 , 194.420 , 609.230 , 59.675 , 668.906 ," 14.283,70 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2014,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 127.285 , 64.620 , 294.388 , 213.011 , 699.304 , 65.386 , 764.689 ," 16.270,68 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2015,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 142.963 , 69.809 , 302.206 , 225.963 , 740.940 , 67.302 , 808.242 ," 17.137,57 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2016,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 153.002 , 91.411 , 316.641 , 249.920 , 810.975 , 67.934 , 878.908 ," 18.572,54 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2017,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 136.672 , 76.554 , 356.336 , 273.813 , 843.376 , 74.689 , 918.064 ," 19.335,00 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2018,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 130.399 , 70.287 , 367.869 , 285.752 , 854.307 , 72.078 , 926.385 ," 19.386,93 ",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Pecuária, inclusive apoio à pecuária"
2019,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 125.344 , 76.118 , 366.869 , 310.627 , 878.958 , 81.995 , 960.953 ," 20.073,80 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
2020,5,Centro-oeste,50,MS,Mato Grosso do Sul,5001102,Aquidauana,,5001,Pantanais Sul Mato-grossense,50002,Aquidauana,500012,Aquidauana - Anastácio,Polo,5003,Corumbá,do Entorno,,,,5001102,Aquidauana - Anastácio/MS,Centro Sub-Regional B,Centro Sub-Regional,5001,Região Rural dos Centros de Zona de Corumbá e Aquidauana,Região Rural de Centro de zona,Não,Não,Não, 159.787 , 85.969 , 389.989 , 307.775 , 943.521 , 91.435 , 1.034.955 ," 21.548,55 ","Administração, defesa, educação e saúde públicas e seguridade social",Demais serviços,"Pecuária, inclusive apoio à pecuária"
